code,arp2_code,name,type,address,locality,latitude,longitude
A75,2305,Sá da Bandeira,loja,"Rua Sá da Bandeira, nº 355",Porto,41.149377778,-8.607683333
E33,8057,Sabrosa,loja,"Zona Industrial de Paços, Lote 16",Paços,41.26592,-7.59044
D20,8860,Sabugal,loja,"Rua Cidade da Guarda, nº 41",Aldeia de Santo António,40.355294444,-7.094713889
B29,9704,Sacadura Cabral,loja,"Avenida Sacadura Cabral, nº 22B",Lisboa,38.74462,-9.141478
E82,7836,Sacavém,loja,"R. Padre Filinto Ramalho, Nº12",Sacavém,38.79306,-9.10896
7003,,Salvesen,centro_distribuicao,"Estrada Nacional 3, Km 5.7",Azambuja,39.04501164811535,-8.92263653518813
E66,7802,Samora Correia,loja,"Largo João Fernandes, nº 10/10A",Samora Correira,38.938105556,-8.869844444
H92,,SAMOUCO,loja,"Praça da República 32, 2890-210 Samouco",SAMOUCO,38.7208637515727,-9.00452852904577
I301,,Sanguinhal,fornecedor,"Companhia Agrícola do Sanguinhal,Lda - Quinta das Cerejeiras",Bombarral,39.2671947,-9.156457
B52,9770,Santa Cruz,loja,"Rua Rui Costa Lopes - Edifício Sta Helena, Cv D",Silveira,39.13125278,-9.381738889
A28,450,Santa Maria de Lamas,loja,"Rua da Ribeirinha, S/N",Santa Maria de Lamas,40.9761,-8.57395
E88,7758,Santa Maria dos Olivais,loja,"R. Alferes Barrilaro Ruas, Nº 7/7A e B",Olivais,38.77538056,-9.112838889
E83,7880,Santa Marta do Pinhal,loja,"Av. Vieira da Silva, Lt 144",Santa Marta do Pinhal,38.62986,-9.15433
E60,7740,Santana à Lapa,loja,"Rua de Santana à Lapa, nº 150 A/B",Lisboa,38.71129722,-9.163625
D66,7804,Santarém,loja,"Rua Pedro Canavarro, nº 31/39",Santarém,39.2357741,-8.6856359
B74,9822,Santarém,loja,Estrada de S. Domingos,Santarém,39.23770556,-8.6974
B36,9716,Santiago do Cacém,loja,"Rua Dr.João Silva, 4 A",Santiago do Cacém,38.01935278,-8.695219444
F07,7917,Santo António da Charneca,loja,"Rua Henrique Andrade Evans, S/N",Barreiro,38.62759722,-9.034577778
30,,Santo Tirso,loja,Rua das Rãs - Santa Cristina Couto,Santo Tirso,41.330678,-8.477016
A35,2001,São Bento,loja,"Rua de S. Bento, nº 11",Lisboa,38.71036389,-9.15263056
H59,8095,São Bernardo,loja,"Rua Cónego Maio, nº183 A-B",S. Bernardo,40.6152761,-8.6221692
H73,8139,São João da Pesqueira,loja,Avenida Dessarges S/N,São João da Pesqueira,41.0,7.0
H60,8096,São Julião do Freixo,loja,"Largo Domingos Pereira de Araújo, nº10",São Julião do Freixo,41.65445,-8.58448
A76,2309,São Mamede Infesta,loja,"Avenida do Conde, nº 6269",S. Mamede de Infesta,41.193578,-8.609509
H29,7609,São Martinho do Porto,loja,"R. Marquês de Pombal, Nº1",São Martinho do Porto,39.5144,-9.13354
A49,2083,São Paulo,loja,"Rua de S.Paulo, 80",Lisboa,38.70779166,-9.144320277
D35,8923,São Pedro de Avioso,loja,"Avenida Carlos de Oliveira, nº 90",Maia,41.267355,-8.612369
D17,8804,São Pedro do Sul,loja,"Praça Heróis do Concelho, S/N",S. Pedro do Sul,40.76327,-8.06495
B22,9681,Sapadores,loja,"Rua da Penha de França, 19",Lisboa,38.7218,-9.129505556
E21,7835,Seixal,loja,"Av. Dos Metalúrgicos, 7 A e B",Seixal,38.63855,-9.09697
H61,8109,Semide,loja,"Edifício Multiserviços, Loja L",Semide,40.15801,-8.33433
H49,8052,Sernancelhe,loja,Lugar da Veiga de Cima,Sernancelhe,40.8987276,-7.4863255
H04,7009,Sertã,loja,"Rua Proença-a-Nova, 83",Sertã,39.80047,-8.09494
Serviroda,,Serviroda,oficina,"Centro Empresarial da Rainha, Lote 5",Vila Nova da Rainha,39.055874134658005,-8.905096205627695
D65,7755,Sesimbra,loja,"Avenida da Liberdade, nº 55",Sesimbra,38.44549444,-9.100169444
27,,Setúbal,loja,Avenida Coração de Maria,Setubal,38.537693,-8.875801
D63,7776,Setúbal,loja,"Avenida 5 de Outubro, nº 72",Setúbal,38.52550833,-8.890261111
E92,7717,Setúbal Aljubarrota,loja,"Avenida Nuno Álvares, nº 7 e 9, cave",Setúbal,38.5331809,-8.8688622
D71,7741,Setúbal I,loja,"Rua Eng. Henri Perron, lote 12",Setúbal,38.53818333,-8.896680556
D82,7716,Setúbal II,loja,"Avenida Bento Jesus Caraça, Bloco A-Loja 1",Setúbal,38.52564167,-8.872033333
B06,9631,Setúbal II,loja,"Avenida Bento de Jesus Caraça, nº70 A",Setúbal,38.52516111,-8.865852778
E64,7712,Setúbal III,loja,"Estrada do Alentejo, lote 3",Setúbal,38.53203056,-8.876347222
D83,7731,Setúbal III,loja,"Avenida Republica Guiné Bissau, nº 20",Setúbal,38.53066389,-8.887897222
E65,7820,Setúbal IV,loja,"Avenida General Gomes Freire, nº 83 A/B",Setúbal (São Sebastião),38.5272656,-8.8814679
H64,8118,Silva,loja,"Rua da Estrada, S/N",Silva,41.57213,-8.63098
E18,7821,Silveira,loja,"Estrada Nacional, 247 Cerca",Silveira,39.11092,-9.35993
283,,Sinal Mágico Supermercados Braga,fornecedor,"Rua António Antunes Cabral, Centro Empresarial,",Braga,41.546805,-8.418419
H96-B37,9718,Sines,loja,"Avenida Domingos Rodrigues Pablo, nº 7 e 7 B",Sines,37.957765,-8.864346
B18,9664,Sintra,loja,"Rua Ulisses Alves, nº 9",Sintra,38.80288056,-9.380466667
38,,Sintra,loja,Rua Francisco Lyon de Castro,Mem Martins,38.778947,-9.346779
A86,9783,Sobral de Monte Agraço II,loja,"Av. Marquês de Pombal, nº 86",Sobral de Monte Agraço,39.02059,-9.15313
A88,9747,Sobreda,loja,"R.Agostinho Neto, nº6 A/B",Sobreda,38.64699444,-9.184391667
M036,,Sogevinus,fornecedor,"Av. Diogo Leite, n.º 344 -",V. N. de Gaia - Portugal,41.1316626931247,-8.61811662342474
E27,7878,Sousel,loja,"Rua de São Sebastião, n.º11",Sousel,38.9528556,-7.6725259
F13,7911,Souto da Carpalhosa,loja,"R. De Leiria, S/N Várzeas",Souto da Carpalhosa,39.8507624,-8.8443124
C671B,,Sovena Barreiro,fornecedor,"Quimiparque - Parque Empresarial, R. do Industrial Alfredo da Silva (Parque Empresarial da Quimiparque)",Barreiro - 2831-904 Estremadura,38.67763108,-9.0717389
7002,,STEF Portugal - Povoa Stª Iria,loja,Quinta do Anabique,Póvoa de Santa Iria,38.848239,-9.07063
E75,7751,Stº Antº dos Cavaleiros,loja,"Rua José Régio, Nº 5",Santo António dos Cavaleiros,38.81042222,-9.161255556
B86,,SU Ág Livres_Camões,loja,"Rua Luís de Camões, nº 27, Quinta de Santa Teresa, ou Casalinho do Outeiro",Águas Livres,38.7408968,-9.212557
B85,,SU Av Novas_MercadoS,loja,"Mercado do Bairro de Santos, Rua Cardeal Mercier",Avenidas Novas,38.76641,-9.18028
A20,,SU Bougado,loja,Rua D. Pedro Quinto,Bougado,41.3388585,-8.5642042
B67,,SU Cascais_CasalQuei,loja,Rua do Casal Queimado,Cascais,38.71911548824631,-9.440885282916788
A11,,SU Ermesinde_AntMeir,loja,"Rua D. António Castro Meireles, nº 103",Ermesinde,41.2185038,-8.5547629
A21,,SU Ermesinde_JRégio,loja,Rua José Régio,Ermesinde,41.20885,-8.54214
A24,,SU Esgueira,loja,"Retail Park de Aveiro - Zona Industrial de Taboeira, Loja L",Esgueira,40.6506542,-8.6026287
A23,,SU Feitosa,loja,Estrada Nacional 201 - Lugar de Sernados - Feitosa,Feitosa,41.7495229,-8.583605
B82,9848,SU Rio Mouro_MáximoS (Paiões),loja,"Rua Máximo da Silva, S/N",Rio Mouro,38.7670884614828,-9.319492484601541
A25,,SU Sto Tirso_Comenda,loja,"Rua Comendador António Maria Lopes, S/N",Sto Tirso,41.35087,-8.47326
I163A,,Sumol A,fornecedor,Almeirim -,Ribatejo,39.217559,-8.618155
I163P,,Sumol P,fornecedor,Rua Manuel da Mota 35 - Zona Industrial da Formiga -,Beira Litoral,39.917817,-8.634549
253,,Sup Flaviamar Constância,fornecedor,"Estrada Nacional nro3 , lote 9",Constância,39.479465,-8.337704
238,,Sup. Laranjeiro - Poceirão,fornecedor,RUA CALOUST GLUBENKIAN LT 70,Águas Moura,38.633578,-8.742042
E50,7750,T. Marinha,loja,"Avenida Mov. Forças Armadas, 70",Seixal,38.61699722,-9.103002778
E28,8008,Tábua,loja,"Rua da Cerâmica, Bairro Milagres",Tábua,40.362683333,-8.03173
7004,,Talho P4F,loja,Zona Industrial - Sitio das Ferrarias,Torres Novas,41.249225,-8.621099
B33,9711,Tapada das Mercês,loja,"Rua 6, lote 22, R/C A - Algueirão",Mem-Martins,38.79504167,-9.329947222
H82,8639,Tarouca,loja,"Av. Ananias do Carmo Santos, Lote 74, Expansão Oeste",Tarouca,41.019114,-7.776108
D84,7775,Tavira,loja,"Rua D.Marcelino Franco, nº 40/42",Tavira,37.12450556,-7.647922222
F08,7919,Tavira,loja,"Estrada Nacional 125, Vale Caranguejo",Tavira,37.134875,-7.634230556
MAN01,,TBOM,oficina,,,38.836545,-9.0831733
TBOM,,TBOM - CENTRO DE INSPEÇÃO,oficina,,,38.836545,-9.0831733
Tecnisalsa,,"Tecnisalsa - Reparações Eléctricas, Lda",oficina,"Estrada Nacional 1, 30.5 Ponte Da Couraça Lisboa, 2580-491 - CARREGADOO",,39.01612526229402,-8.972811313496116
E99,7774,Telheiras,loja,"Rua Professor Francisco Gentil, 21; 21A e 21B",Lisboa,38.76039444,-9.167513889
E85,7894,Telheiras,loja,"R. Aristides de Sousa Mendes, N.º 3 B a 4 F",Lisboa,38.761366,-9.178891
B69,9815,Tires,loja,"Torre da Aguilha, Serrado do forno, Lugar dos Gafanhotos",S. Domingos de Rana,38.71112778,-9.337477778
460,,"Tires, São D. Rana",loja,"Torre da Aguilha, Serrado do Forno, Lugar dos Gafanhotos",São Domingos de Rana,38.7158188,-9.3477828
D85,7724,Tomar,loja,"Rua Voluntários da República, nº 123",Tomar,39.60522594397107,-8.408982069853392
D18,8805,Tondela,loja,"Rua Tenente Valadim, nº169",Tondela,40.5177783,-8.0816394
13,,Torres Vedras,loja,"Centro Comercial Arena - Quinta dos Amiais, Lote 81",Torres Vedras,39.101525,-9.25326
D72,7742/2101,Torres Vedras,loja,"Avenida General Humberto Delgado, 13 C/D",Torres Vedras,39.08825,-9.254411111
B63,9804,Torres Vedras P,loja,Rua Dias Neiva,Torres Vedras,39.09564722,-9.259941667
H67,8123,Trancoso,loja,"Zona Industrial, S/N",Trancoso,40.77025,-7.35516
D93,8828,Trindade,loja,"Rua Dr. Ricardo Jorge, 13/17 (Trindade)",Porto,41.15042,-8.61166
96,,UPA Venda Pinheiro,loja,,,38.9275535347715,-9.22426464993854
D37,8912,Vale de Cambra,loja,"Lugar de Vila Chã - Estrada Nacional 547, /N",Vale de Cambra,40.85583,-8.39833
H18,7096,Vale de Milhaços,loja,"Av. Vale de Milhaços, Nº 183 B",Vale de Milhaços,38.63197,-9.16074
D32,8951,Valpaços,loja,"Avenida Dr.Francisco Sá Carneiro, S/N",Valpaços,41.610691667,-7.313436111
D23,8859,Varziela,loja,"Rua 1, nº 165, Areia",Árvore,41.328367,-8.717544
E56,7834,Venda Nova,loja,Rua Elias Garcia nº 8/8-A/8-B,Amadora,38.75364,-9.21021
B38,9720,Vialonga,loja,"Avenida 24 de Setembro nº28, 28A, 28B e 28C",Vialonga,38.87605833,-9.081811111
H42,7656,Viana do Alentejo,loja,"Rua Dr. António José de Almeida, 34",Viana do Alentejo,38.334514,-8.002555
D94,8868,Vila Conde,loja,"Avenida José Régio, 71",Vila do Conde,41.353036111,-8.740494444
H87,7116,Vila de Rei,loja,"Rua D. Diniz, Lote 8-12, Vila de Rei",Vila de Rei,39.6773,-8.1405
39,,Vila do Conde,loja,"Rua 5 de Outubro, 1024",Vila do Conde,41.3608024,-8.7449984
E53,7809,Vila Franca,loja,"Largo Carlos Pato, nº3",Vila Franca de Xira,38.95451,-8.99146
D61,7739,Vila Franca de Xira,loja,"Rua Serpa Pinto, nº53/57",Vila Franca de Xira,38.95390556,-8.987533333
D11,8838,Vila Nova de Cerveira,loja,"Urbanização Cerveira, Loja 13",Vila Nova de Cerveira,41.939806,-8.7419
D96,8865,Vila Nova de Gaia,loja,"Rua Marquês Sá da Bandeira, 504",Vila Nova de Gaia,41.124477778,-8.612211111
H44,8021,Vila Nova de Paiva,loja,"Avenida Capitão Correia Campos, s/nº",Vila Nova de Paiva,40.85665,-7.7367
E47,8918,Vila Nova de Poiares,loja,"Av. Manuel Carvalho Coelho, S/nº",Vila Nova de Poiares,40.20432,-8.24546
36,,Vila Real,loja,Centro Comercial Dolce Vita - Alameda de Grasse,Vila Real,41.296453,-7.734366
D45,8949,Vila Real,loja,"Avenida Cidade de Orense, nº 16",Vila Real,41.301863889,-7.749308333
D89,7770,Vila Real Stº António,loja,Avenida dos Bombeiros Portugueses,Vila Real de Santo António,37.19387222,-7.420738889
A30,466,Vilar do Andorinho,loja,"Av. Vasco da Gama, nº 3782",Vilar do Andorinho,41.104766667,-8.569705556
H55,8087,Vimioso,loja,"Av de Alcanices, S/N",Vimioso,41.58977,-6.52791
E38,8818,Vinhais,loja,"Portela da Vila, Edifício Apolónia, Fracção A e E",Vinhais,41.8364,-7.01029
E03,8866,Visconde Setubal,loja,"Rua Visconde de Setubal, nº 26",Porto,41.162297222,-8.605161111
D99,8851,Viseu,loja,"Avenida Dr.António José de Almeida, nº 234/240",Viseu,40.6617351,-7.9154339
10,,Viseu - Pálacio do Gelo,loja,Av. da Quinta da Alagoa 223 - Viseu,Viseu,40.643343344759025,-7.912843293384299
E02,8854,Viseu II,loja,"Rua Capitão Silva Pereira, nº 137",Viseu,40.6582146,-7.9091781
E19,7828,Viso,loja,"Av. São Francisco Xavier, Lt 8, Sc 3B",Setúbal,38.52437,-8.90502
H71,8137,Viso,loja,"Quinta da Tapada ou Viso, E.N.116 cruzamento com Rua Amor de Perdição",Viseu,40.650914,-7.886396
M028,,Viticale,fornecedor,Vidigueira,,38.211502,-7.800801
D14,8806,Vizela,loja,"Fórum Vizela, Praça do Municipio",Vizela,41.378198,-8.30938
D16,8802,Vouzela,loja,"Largo do Convento, nº 2",Vouzela,40.72416,-8.11222
M071,,Wine Concept,fornecedor,Amadora,,38.7554649,-9.2226825
I534,,Zeltica,fornecedor,"Centro Empresarial Penedo Park, Estrada Octávio Pato, armazém F2, bloco A -",Estremadura,38.711985,-9.339556
M904,,Zoopan,fornecedor,"Rua da Liberdade, 77 -",Estremadura,39.1145687,-8.8654001
